"Registro ANS";"CNPJ";"Razão Social";"Nome Fantasia";"Modalidade";"Logradouro";"Número";"Complemento";"Bairro";"Cidade";"UF";"CEP";"DDD";"Telefone";"Fax";"Endereço eletrônico";"Representante";"Cargo Representante";"Data Registro ANS"
"352543";"07057185000110";"UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED IMPERATRIZ";"Cooperativa Médica";"RUA CEARA";"0701";"";"CENTRO";"Imperatriz";"MA";"65901610";"09";"935253398";"935251814";"assessoria.operacional@unimedimperatriz.com.br";"IRISNALDO FELIX DA SILVA";"PRESIDENTE";"21/12/1998"
"321087";"00368318000120";"UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED MARQUÊS DE VALENÇA";"Cooperativa Médica";"AV. NILO PEÇANHA";"428";"";"CENTRO";"Valença";"RJ";"27600000";"02";"424539750";"";"gerenciageral@mvalenca.unimed.coop.br";"OSCAR SILVA LEITE PINTO";"DIRETOR PRESIDENTE";"21/12/1998"
"301744";"01356020000162";"UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO";"UNIMED MEIO OESTE - SC";"Cooperativa Médica";"AV.XV DE NOVEMBRO";"125";"";"CENTRO";"Joaçaba";"SC";"89600000";"49";"35519100";"35519109";"ans@unimedmeiooeste.coop.br";"HOTONE DALLACOSTA";"PRESIDENTE";"17/12/1998"
"318566";"35642768000143";"UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED METROPOLITANA DO AGRESTE";"Cooperativa Médica";"RUA MIGUEL TERTULIANO";"579";"";"ZÉLIA BARBOSA ROCHA";"Arapiraca";"AL";"57305610";"82";"35219400";"9424";"ans.relacionamento@unimedmetropolitana.com";"LENILDO AMORIM DA SILVA";"PRESIDENTE";"21/12/1998"
"311618";"87701249000102";"UNIMED MISSÕES/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED MISSÕES/RS";"Cooperativa Médica";"AV. GETÚLIO VARGAS";"1079";"PRÉDIO";"CENTRO";"Santo Ângelo";"RS";"98801570";"05";"533130500";"533130542";"unimed@unimedmissoes.com.br";"ROBERTO ANTÔNIO VALANDRO BELLINASO";"PRESIDENTE";"22/12/1998"
"304051";"16921561000163";"UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MÉDICO LTDA.";"UNIMED NORTE DE MINAS";"Cooperativa Médica";"RUA IRMÃ BEATA";"368";"2º E 3º ANDAR";"CENTRO";"Montes Claros";"MG";"39400110";"03";"832291500";"832291515";"diretoriaexecutiva@unimednm.coop.br";"FARLEY CARNEIRO E SILVA";"REPRESENTANTE";"18/12/1998"
"342157";"02192677000102";"UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO";"UNIMED MORRINHOS";"Cooperativa Médica";"AVENIDA COUTO DE MAGALHÃES";"385";"";"CENTRO";"Morrinhos";"GO";"75650000";"64";"34131650";"34132111";"unimed@unimedmorrinhos.com.br";"FRANCISCO MARTINS DA SILVA";"PRESIDENTE";"24/12/1998"
"368148";"25971433000115";"UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA";"Cooperativa Médica";"AVENIDA JUSCELINO KUBITSCHEK";"1095";"";"CENTRO";"Muriaé";"MG";"36880000";"32";"2612";"37211923";"gerencia@unimedmuriae.com.br";"MAURICIO DE ABREU LIMA CAMPOS";"DIRETOR PRESIDENTE";"17/12/1998"
"335592";"08380701000105";"UNIMED NATAL SOC. COOP. DE TRAB. MÉDICO";"UNIMED NATAL SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"RUA MIPIBU";"511";"";"PETROPOLIS";"Natal";"RN";"59020250";"84";"32206300";"32113290";"diretoria@unimednatal.com.br";"FERNANDO JOSÉ PINTO DE PAIVA";"PRESIDENTE";"28/12/1998"
"328294";"01559455000104";"UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MÉDICAS";"UNIMED NORDESTE PAULISTA FEDERAÇÃO INTRAFED.COOP.MEDICAS";"Cooperativa Médica";"RUA ANTONIO MOISES SAAD";"1155";"";"LAGOINHA";"Ribeirão Preto";"SP";"14095230";"16";"30199750";"30199750";"diretoria@ufenesp.com.br";"EDMILSON ROCHA DE SOUZA";"DIRETOR PRESIDENTE";"22/12/1998"
"325571";"87827689000100";"UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTDA.";"UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS LTD";"Cooperativa Médica";"RUA MOREIRA CESAR";"2400";"";"PIO X";"Caxias do Sul";"RS";"95034000";"54";"32202000";"32202077";"regulacao.ans@unimed-ners.com.br";"PRIMO AGOSTINHO PICCOLI NETO";"DIRETOR TÉCNICO";"22/12/1998"
"371629";"39384664000137";"UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.";"";"Cooperativa Médica";"AV GETULIO VARGAS";"196";"1º E 2º ANDARES";"CENTRO";"Colatina";"ES";"29700010";"27";"37231031";"37231003";"unimednoc@unimednoc.com.br";"WELDERSON LUIZ SPECIMILI RODRIGUES";"DIRETOR PRESIDENTE";"16/12/1998"
"315494";"41905498000119";"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED NOROESTE DE MINAS";"Cooperativa Médica";"RUA JOSINO VALADARES";"33";"";"CENTRO";"Paracatu";"MG";"38600000";"38";"33112100";"33112126";"gerencia@unimednet.com.br";"ROGÉRIO FERREIRA";"DIRETOR PRESIDENTE";"17/12/1998"
"365777";"81710865000143";"UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .";"UNIMED DE UMUARAMA";"Cooperativa Médica";"RUA JUSSARA";"3691";"";"CENTRO";"Umuarama";"PR";"87501010";"44";"36233883";"";"umuarama@unimedpr.coop.br";"RONALDO BORGES PEREIRA";"DEIRETOR PRESIDENTE";"17/12/1998"
"360414";"28974020000182";"UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA";"UNIMED NOROESTE FLUMINENSE";"Cooperativa Médica";"AV GETULIO VARGAS";"473";"";"CENTRO";"Santo Antônio de Pádua";"RJ";"28470000";"22";"38539900";"";"elane@noroesterj.unimed.coop.br";"PAULO AFONSO DIAS";"DIRETOR PRESIDENTE";"28/12/1998"
"357260";"87647756000105";"UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED NOROESTE/RS";"Cooperativa Médica";"RUA SIQUEIRA COUTO";"93";"5º ANDAR";"CENTRO";"Ijuí";"RS";"98700000";"55";"33319729";"9743";"juridico@unimednoroesters.com.br";"LEANDRO ROBERTO OSS ZAMBON";"DIRETOR-SUPERINTENDENTE";"21/12/1998"
"371777";"35988963000120";"UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO";"UNIMED NORTE CAPIXABA";"Cooperativa Médica";"AV AUGUSTO CALMON";"2050";"";"COLINA";"Linhares";"ES";"29900060";"27";"21036660";"21036677";"regulacao@unimednc.com.br";"JAYR FREGONA JUNIOR";"DIRETOR PRESIDENTE";"16/12/1998"
"353663";"73967085000155";"UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO";"UNIMED NORTE DO MATO GROSSO";"Cooperativa Médica";"RUA DAS ALPINIAS";"679";"";"JARDIM MARINGÁ";"Sinop";"MT";"78556259";"66";"35117038";"35117070";"unimed@unimed279.com.br";"ERICO FOLCHINI DA SILVEIRA ";"PRESIDENTE";"24/12/1998"
"358282";"80297161000128";"UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO";"UNIMED NORTE DO PARANÁ";"Cooperativa Médica";"RUA PARAIBA";"321";"";"CENTRO";"Cornélio Procópio";"PR";"86300000";"43";"35203011";"35203023";"danieli@unimedcp.com.br";"EVANDRO BAZAN DE CARVALHO";"DIRETOR-PRESIDENTE";"17/12/1998"
"312592";"30417661000188";"UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO";"UNIMED NORTE FLUMINENSE";"Cooperativa Médica";"RUA 10 DE MAIO";"254";"";"CENTRO";"Itaperuna";"RJ";"28300000";"22";"38249300";"38249300";"unimed@itaperuna.unimed.com.br";"JOÃO PAULINO DA SILVA PRAZERES";"DIRETOR PRESIDENTE";"21/12/1998"
"323055";"69087922000184";"UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE ITUVERAVA";"Cooperativa Médica";"RUA CORONEL FLAUZINO BARBOSA SANDOVAL";"1480";"";"CIDADE UNIVERSITÁRIA";"Ituverava";"SP";"14500000";"16";"38303000";"38303020";"diretoria@unimednortepaulista.com.br";"EDUARDO AUGUSTO DE LIMA PORTIOLI";"PRESIDENTE";"21/12/1998"
"366064";"78953023000108";"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"RUA DOS EXPEDICIONARIOS";"337";"";"CENTRO";"Jacarezinho";"PR";"86400000";"43";"35112000";"35112027";"unimed@unimednortepioneiro.com.br";"ANTONIO VENDRAMIN FILHO";"DIRETOR PRESIDENTE";"17/12/1998"
"324213";"09237009000195";"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO";"UNIMED NORTE/NORDESTE";"Cooperativa Médica";"AV. CARNEIRO DA CUNHA";"64";"";"TORRE";"João Pessoa";"PB";"58040020";"83";"30482500";"30482750";"operadora@unimed-nne.com.br";"VICENTE JUSTINIANO BARBOSA NETO";"REPRESENTANTE LEGAL JUNTO A ANS";"18/12/1998"
"335479";"29135795000127";"UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.";"UNIMED SERRANA RJ";"Cooperativa Médica";"RUA PRUDENTE DE MORAES";"60";"";"VILA NOVA";"Nova Friburgo";"RJ";"28630010";"22";"25198100";"25198101";"regulacao.ans@unimedserranarj.coop.br";"ANTONIO FABIANO CHICRE DA COSTA";"DIRETOR PRESIDENTE";"21/12/1998"
"344397";"28714533000154";"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO";"UNIMED NOVA IGUAÇU";"Cooperativa Médica";"RUA CORONEL BERNARDINO DE MELO";"1879";"";"CENTRO";"Nova Iguaçu";"RJ";"26255140";"21";"37598275";"37598306";"ans@novaiguacu.unimed.com.br";"JOE GONÇALVES SESTELLO";"DIRETOR PRESIDENTE";"22/12/1998"
"362140";"10219897000100";"UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED OESTE DO PARA COOP TRABALHO MEDICO";"Cooperativa Médica";"TRAVESSA DOM AMANDO";"911";"";"SANTA CLARA";"Santarém";"PA";"68005420";"";"";"";"renata.oliveira@unimedoestedopara.coop.br";"ALBERTO MARIANO GUSMÃO TOLENTINO";"REPRESENTANTE";"21/12/1998"
"309907";"37313475000148";"UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO";"UNIMED PALMAS";"Cooperativa Médica";"Q ACSU SO 40 RUA NS A";"SN";"CONJ 02 LOTE 08 ANDAR 1";"PLANO DIRETOR SUL";"Palmas";"TO";"77015554";"63";"30255800";"";"diretor.presidente@unimedpalmas.com.br";"MAURICIO THOMAS KAWAI COSTA";"DIRETOR PRESIDENTE";"24/12/1998"
"369233";"41191677000131";"UNIMED PALMEIRA DOS ÍNDIOS COOPERATIVA DE TRABALHO MÉDICO";"UNIMED PALMEIRA DOS ÍNDIOS";"Cooperativa Médica";"AV. VIEIRA DE BRITO";"80-A";"SÃO CRISTÓVÃO";"SÃO CRISTÓVÃO";"Palmeira dos Índios";"AL";"57601100";"82";"34212182";"34212182";"unimed@unimedpalmeira.com.br";"DENIO FERNANDO CALIXTO BARROS";"PRESIDENTE";"21/12/1998"
"304344";"42940528000190";"UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED CENTRO-OESTE";"Cooperativa Médica";"RUA FRANCISCO SALES";"119";"";"CENTRO";"Pará de Minas";"MG";"35660017";"37";"32379900";"32379991";"unimed238@unimedcentro-oeste.coop.br";"MARCIO DE MELO MORAIS";"DIRETOR PRESIDENTE";"17/12/1998"
"324523";"40960189000189";"UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO";"UNIMED PARAIBA";"Cooperativa Médica";"AV. CARNEIRO DA CUNHA";"89";"";"TORRE";"João Pessoa";"PB";"58040240";"83";"32213993";"32219345";"unimedpb@unimedpb.com.br";"GUALTER LISBOA RAMALHO";"PRESIDENTE";"21/12/1998"
"370681";"80871551000160";"UNIMED PATO BRANCO COOPERATIVA DE TRABALHO MEDICO";"UNIMED PATO BRANCO";"Cooperativa Médica";"RUA TAMOIO";"253";"";"CENTRO";"Pato Branco";"PR";"85501067";"46";"21013000";"21013001";"patobranco@unimedpr.coop.br";"RICARDO ANTONIO  HOPPEN";"DIRETOR PRESIDENTE";"17/12/1998"
"336467";"08315806000180";"UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED PATOS";"Cooperativa Médica";"AV DOUTOR PEDRO FIRMINO";"295";"";"BRASÍLIA";"Patos";"PB";"58700350";"83";"34214111";"34215557";"gerencia@unimedpatos.com.br";" AUGUSTO MARCIO DE MELLO E SILVA SOARES";"PRESIDENTE";"21/12/1998"
"353060";"38499547000156";"UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.";"UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO";"Cooperativa Médica";"AV. BRASIL";"966";"";"CENTRO";"Patos de Minas";"MG";"38700188";"34";"38201632";"";"unimedpatosdeminas@unimedpatosdeminas.com.br";"ANDERSON AFONSO";"REPRESENTANTE";"17/12/1998"
"355593";"41687179000184";"UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED PATROCÍNIO";"Cooperativa Médica";"AVENIDA DOM JOSE ANDRE COIMBRA";"1426";"";"CENTRO";"Patrocínio";"MG";"38740000";"34";"38395666";"38395666";"unimed@unimedpatrocinio.com.br";"THOMAZ JOSÉ MARRA DE AQUINO";"PRESIDENTE";"17/12/1998"
"311375";"89870547000151";"UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED PELOTAS/RS";"Cooperativa Médica";"RUA ALMIRANTE BARROSO";"2309";"CASA";"CENTRO";"Pelotas";"RS";"96010280";"53";"33094900";"33094923";"regulacao@unimedpelotas.com.br";"ROSANA SOUZA VAN DER LAAN";"PRESIDENTE";"21/12/1998"
"323993";"28806545000109";"UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO";"UNIMED PETROPOLIS";"Cooperativa Médica";"RUA D. PEDRO I";"465";"";"CENTRO";"Petrópolis";"RJ";"25610020";"24";"99304496";"";"regulacao@unimedpetropolis.coop.br";"JORGE WANDERLEY GABRICH";"PRESIDENTE ";"24/12/1998"
"310131";"36862415000111";"UNIMED PLANALTO - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED PLANALTO";"Cooperativa Médica";"PRAÇA RAIMUNDO DE ARAÚJO MELO";"S/N";"";"CENTRO";"Luziânia";"GO";"72800630";"61";"36221009";"36221647";"unimed@unimedplanalto.com.br";"LUCAS ANTÔNIO RORIZ DE MORAES";"PRESIDENTE";"24/12/1998"
"362832";"89100135000132";"UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.";"UNIMED PLANALTO CENTRAL RS";"Cooperativa Médica";"AVENIDA GENERAL CAMARA";"589";"";"CENTRO";"Cruz Alta";"RS";"98025780";"05";"533219007";"533219003";"ger.unimed061@comnet.com.br";"CLAUDIA MARIETA MACHADO BARROS";"REPRESENTANTE";"22/12/1998"
"319384";"87607149000111";"UNIMED PLANALTO MÉDIO- COOPERATIVA DE SERVIÇOS MÉDICOS LTDA";"UNIMED PLANALTO MÉDIO";"Cooperativa Médica";"RUA LAVA PÉS";"1898";"2º ANDAR";"NONOAI";"Passo Fundo";"RS";"99010170";"54";"33176300";"33176328";"secretaria@unimedpf.com.br";"FRANCISCO JOSE DOS SANTOS NETO ";"PRESIDENTE";"22/12/1998"
"316148";"41781949000153";"UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS";"UNIMED POCOS DE CALDAS";"Cooperativa Médica";"AVENIDA GENTIL MESSIAS";"217";"";"VILA CRUZ";"Poços de Caldas";"MG";"37701528";"35";"37297425";"37293300";"ans@unimedpc.coop.br";"ODILON TREFÍGLIO NETO";"DIRETOR PRESIDENTE";"18/12/1998"
"349712";"77781706000162";"UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO";"UNIMED PONTA GROSSA";"Cooperativa Médica";"RUA SANTOS DUMONT";"1036";"";"CENTRO";"Ponta Grossa";"PR";"84010360";"42";"32207001";"";"ouvidoria@unimedpg.com.br";"RAFAEL FRANCISCO DOS SANTOS";"DIRETOR ADMINISTRATIVO";"17/12/1998"
"353876";"00730439000170";"UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED PONTAL DO TRIÂNGULO";"Cooperativa Médica";"RUA ITUIUTABA";"555";"";"CENTRO";"Iturama";"MG";"38280000";"12";"34119000";"34119031";"gerencia@unimedpontal.coop.br";"GILMAR DIAS DE ALMEIDA QUEIROZ";"DIRETOR PRESIDENTE";"17/12/1998"
"343722";"01012474000116";"UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED PONTE NOVA E REGIÃO";"Cooperativa Médica";"AVENIDA DOM BOSCO";"447";"";"PALMEIRAS";"Ponte Nova";"MG";"35430232";"31";"38198551";"";"gerencia@unimedpontenova.com.br";"SAMUEL MARCUS ALVES JORGE";"DIRETOR PRESIDENTE";"16/12/1998"
"352501";"87096616000196";"UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.";"UNIMED PORTO ALEGRE";"Cooperativa Médica";"AV VENANCIO AIRES";"1040";"";"BOM FIM";"Porto Alegre";"RS";"90040192";"51";"33167747";"33312544";"regulacao@unimedpoa.com.br";"GLAUCO SAMUEL CHAGAS ";"Superintendente Executivo";"21/12/1998"
"337374";"05657234000120";"UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA";"UNIMED PORTO VELHO ";"Cooperativa Médica";"AVENIDA CARLOS GOMES";"1259";"";"CENTRO";"Porto Velho";"RO";"76801109";"69";"32172016";"";"unimed@unimedportovelho.coop.br";"SALEH MAHMOUD ABDUL RAZZAK";"PRESIDENTE";"23/12/1998"
"344885";"11214624000128";"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO";"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"AV. LINS PETIT";"140";"";"ILHA DO LEITE";"Recife";"PE";"50070230";"81";"34138086";"34138000";"rdiretor@unimedrecife.com.br";"MARIA DE LOURDES CORREA DE ARAÚJO";"REPRESENTANTE";"21/12/1998"
"350648";"89640452000141";"UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED REGIÃO DA CAMPANHA/RS";"Cooperativa Médica";"AV 7 DE SETEMBRO";"679";"";"CENTRO";"Bagé";"RS";"96400006";"05";"332429331";"332429599";"gerencia@unimedcampanha.com.br";"GLENO CERIOLI";"REPRESENTANTE";"22/12/1998"
"328375";"92316124000107";"UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED REGIÃO DA FRONTEIRA - RS";"Cooperativa Médica";"AV. 24 DE MAIO";"1016";"";"CENTRO";"Sant'Ana do Livramento";"RS";"97573450";"55";"32429800";"32422428";"contabil@unimedfronteira.com.br";"LUIZ ANTONIO COSTAGUTA ARRUDA";"PRESIDENTE";"22/12/1998"
"353698";"00532888000103";"UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA";"UNIMED REGIÃO DA PRODUÇÃO/RS";"Cooperativa Médica";"AV. PÁTRIA";"1795";"";"SOMMER";"Carazinho";"RS";"99500000";"54";"33298000";"33302187";"unimed@unimed303.com.br";"LUIZ CARLOS COLLE THOMÉ";"PRESIDENTE";"22/12/1998"
"311847";"49210966000142";"UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED BAIXA MOGIANA";"Cooperativa Médica";"AVENIDA MOGI MIRIM";"2679";"";"JARDIM GUAÇU MIRIM";"Mogi Guaçu";"SP";"13844115";"19";"38319700";"38918436";"unimed@unimedbxm.coop.br";"DILVO FERREIRA LOPES";"PRESIDENTE";"16/12/1998"
"306100";"81715716000177";"UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO ";"UNIMED REGIONAL DE CAMPO MOURÂO";"Cooperativa Médica";"AV.JOSE CUSTODIO DE OLIVEIRA";"1385";"";"CENTRO";"Campo Mourão";"PR";"87300020";"44";"35187000";"";"marlene@unimedcampomourao.com.br";"RODOLFO CESAR VISONI POLISELI";"DIRETOR PRESIDENTE";"17/12/1998"
"316458";"41511429000120";"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED REGIONAL FLORIANO";"Cooperativa Médica";"AV EURIPEDES DE AGUIAR";"943";"";"CENTRO";"Floriano";"PI";"64800000";"89";"35211133";"35216652";"unimed@unimedfloriano.com.br";"LUIMAR DE JESUS SANTOS";"PRESIDENTE";"21/12/1998"
"313475";"69612158000119";"UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED REGIONAL DE PICOS";"Cooperativa Médica";"PÇA FELIX PACHECO";"676";"";"CENTRO";"Picos";"PI";"64600000";"89";"34223616";"34221177";"unimedpicos@uol.com.br";"LUIS EVANDRO SANTOS LOPES";"PRESIDENTE";"21/12/1998"
"306762";"02322043000119";"UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED REGIONAL JAÚ";"Cooperativa Médica";"RUA ALVARO FLORET";"565";"";"VILA HILST";"Jaú";"SP";"17207020";"14";"36028900";"36028901";"diretoria@unimedjau.com.br";"PAULO DE CONTI";"DIRETOR PRESIDENTE";"18/12/1998"
"371254";"76767219000182";"UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO";"UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO";"Cooperativa Médica";"AV. BENTO MUNHOZ DA ROCHA NETO";"750";"";"-";"Maringá";"PR";"87030010";"44";"33212738";"32212795";"margarete@unimedmaringa.com.br";"DURVAL FRANCISCO DOS SANTOS FILHO";"PRESIDENTE";"17/12/1998"
"305472";"33546979000157";"UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA";"UNIMED REGIONAL SUL/GO";"Cooperativa Médica";"RUA JOAO MANOEL DE SOUZA";"889";"";"CENTRO";"Itumbiara";"GO";"75526030";"64";"34322000";"34322032";"unimed@unimeditumbiara.com.br";"ANTÔNIO RICARDO COKELY RIBEIRO";"DIRETOR PRESIDENTE";"24/12/1998"
"330566";"68709211000131";"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO";"UNIMED RESENDE";"Cooperativa Médica";"RUA NICOLAU TARANTO";"239";"";"COMERCIAL";"Resende";"RJ";"27542020";"24";"33544477";"33547472";"ans@unimedresende.coop.br";"DR. JOÃO ALBERTO DA CRUZ";"DIRETOR PRESIDENTE";"21/12/1998"
"337871";"84313741000112";"UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA";"Cooperativa Médica";"RUA JOSÉ DE MELO";"418";"";"BOSQUE";"Rio Branco";"AC";"69908330";"68";"21064546";"21064545";"ans@unimedriobranco.com.br";"ANTONIO HERBERT LEITE MILITÃO";"PRESIDENTE";"21/12/1998"
"320251";"37275625000176";"UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO";"UNIMED RIO VERDE";"Cooperativa Médica";"RUA COSTA GOMES";"208";"";"CENTRO";"Rio Verde";"GO";"75901050";"64";"21014967";"21014900";"diretoria@unimedrv.com.br";"MARCIO EMRICH CAMPOS";"PRESIDENTE";"24/12/1998"
"359777";"24676884000167";"UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA";"UNIMED RONDONÓPOLIS";"Cooperativa Médica";"RUA RIO BRANCO";"933";"";"CENTRO";"Rondonópolis";"MT";"78700180";"66";"34392800";"34392828";"diretoria@unimedrondonopolis.com.br";"RICARDO CORREA GONZALES";"DIRETOR PRESIDENTE";"24/12/1998"
"346276";"58837188000107";"UNIMED SALTO/ITU -  COOPERATIVA MÉDICA";"UNIMED SALTO/ITU - COOPERATIVA MÉDICA";"Cooperativa Médica";"RUA SANTA RITA";"1440";"";"CENTRO";"Itu";"SP";"13300065";"11";"46028800";"46028809";"ans@unimedsaltoitu.com.br";"ARNALDO PASSAFINI NETO";"DIRETOR PRESIDENTE";"18/12/1998"
"319708";"87497368000195";"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA";"";"Cooperativa Médica";"RUA GASPAR MARTINS";"1482";"";"NOSSA SENHORA MEDIANEIRA";"Santa Maria";"RS";"97060260";"55";"30286577";"";"unimedsm@unimedsm.com.br";"ERNANI CLOVIS BULOW";"PRESIDENTE";"22/12/1998"
"354031";"45359213000142";"UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SAO CARLOS";"Cooperativa Médica";"RUA VICENTE PELICANO";"945";"";"AZULVILLE";"São Carlos";"SP";"13571000";"16";"21077300";"";"ansunimedsc@unimedsaocarlos.com.br";"BOLÍVAR SOARES MENDJOUD";"PRESIDENTE";"22/12/1998"
"323926";"25329079000120";"UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SÃO JOÃO DEL REI COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Médica";"AV. HERMILIO ALVES";"210";"";"CENTRO";"São João del Rei";"MG";"36307328";"03";"233728080";"233712442";"uni152@mgconecta.com.br";"PAULO CÉSAR DE ARAÚJO RANGEL";"PRESIDENTE";"17/12/1998"
"327638";"71186886000158";"UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED SÃO JOÃO NEPOMUCENO";"Cooperativa Médica";"RUA CAPITAO BRAZ";"68";"";"CENTRO";"São João Nepomuceno";"MG";"36680000";"32";"32611516";"32611516";"gerencia@unimedsjn.coop.br";"RENATO DE SOUZA GOMES";"DIRETOR PRESIDENTE";"22/12/1998"
"335100";"45100138000109";"UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO";"UNIMED SAO JOSÉ DO RIO PRETO";"Cooperativa Médica";"AV BADY BASSITT";"3877";"";"VILA IMPERIAL";"São José do Rio Preto";"SP";"15015700";"17";"32021111";"";"regulacao@unimedriopreto.com.br";"JOSÉ LUIS CRIVELLIN";"PRESIDENTE";"18/12/1998"
